PDB	CHAIN	Uniprot_ID	LENGTH	RESOLUTION	PDB_BEG	PDB_END
6pue	C	Q95460	264	1.9	1	246	253	270
6pue	F	P61769	99	1.9	1	99
6puf	A	Q95460	264	1.92	1	189	196	270
6puf	B	P61769	96	1.92	1	96
6puf	C	Q95460	264	1.92	1	246	253	270
6puf	F	P61769	99	1.92	1	99
6pum	A	Q95460	264	1.96	1	189	196	270
6pum	B	P61769	97	1.96	1	97
6pum	C	Q95460	268	1.96	1	248	251	270
6pum	F	P61769	98	1.96	1	98
6pxr	A	P10636	8	1.556	15	22
6poz	A	P29474	401	2.2	68	106	119	480
6poz	B	P29474	402	2.2	67	106	119	480
6poz	C	P29474	401	2.2	68	106	119	480
6poz	D	P29474	404	2.2	67	108	119	480
6pui	A	Q95460	264	1.96	1	189	196	270
6pui	C	Q95460	267	1.96	1	247	251	270
6pui	F	P61769	99	1.96	1	99
6pui	H	P61769	97	1.96	1	97
6pxo	A	P48730	291	2	2	292
6pxo	B	P48730	292	2	1	292
6pyp	A	P21695	348	1.95	2	349
6pyp	B	P21695	337	1.95	2	123	129	290	297	349
6q1u	A	P00747	244	2.3467	546	559	562	791
6q1u	B	P00747	244	2.3467	546	559	562	791
6pyr	A	O00329	933	2.21	17	174	187	227	229	230	233	288	312	401	414	497	504	516	521	767	773	840	851	919	928	1032
6pyr	B	P27986	163	2.21	431	432	439	599
6pxv	A	P06213	823	3.2	1	162	168	270	274	518	528	656	691	717	754	910
6pxv	C	P06213	823	3.2	1	162	168	270	274	518	528	656	691	717	754	910
6q37	A	P78540	306	2.211	24	329
6q37	B	P78540	306	2.211	24	329
6q37	C	P78540	306	2.211	24	329
6qav	A	Q8IYT8	272	2.05	1	272
6qav	B	Q8IYT8	268	2.05	1	142	148	273
6qav	C	Q8IYT8	275	2.05	1	275
6qav	D	Q8IYT8	254	2.05	1	215	234	272
6qbf	A	P06396	714	3.499	27	154	157	258	264	278	281	372	378	754
6qbf	B	P06396	715	3.499	28	153	157	258	263	279	282	530	533	573	575	754
6qn2	A	Q16790	257	1.95	5	261
6qn2	B	Q16790	257	1.95	5	261
6qn2	C	Q16790	257	1.95	5	261
6qn2	D	Q16790	257	1.95	5	261
6quv	A	P01116	167	1.475	1	167
6quv	B	P01116	167	1.475	1	167
6qu7	A	Q02127	363	1.52	31	71	73	223	226	396
6r4f	A	Q06210	647	2.501	2	227	243	295	301	624	631	674
6r4f	B	Q06210	650	2.501	2	227	244	293	304	624	629	681
6r4i	A	Q06210	659	2.586	2	227	243	294	301	681
6r4i	B	Q06210	650	2.586	2	227	244	293	308	681
6r4s	A	P49642	382	2.75	3	359	382	406
6r4s	E	P49642	383	2.75	2	359	382	406
6r4j	A	Q06210	649	2.42	2	227	244	294	301	672
6r4j	B	Q06210	654	2.42	2	227	244	293	304	681
6r5d	A	P49642	384	1.95	5	360	380	407
6r5d	E	P49642	385	1.95	2	360	382	407
6r6i	A	P02766	116	1.467	10	125
6r6i	B	P02766	115	1.467	10	124
6rqm	A	P16410	111	3	4	13	19	119
6rqj	A	P01031	981	3.5	680	873	879	1388	1400	1676
6rqj	B	P01031	643	3.5	20	611	620	670
6rs5	A	P00918	258	1.07	4	261
6rrk	C	O60216	27	3.17	368	394
6rrk	D	O60216	27	3.17	368	394
6rsu	A	Q9UHD2	625	2.75	2	164	175	186	199	482	492	657
6rt6	B	Q96MU7	159	1.461	345	421	426	507
6rt6	C	Q96MU7	163	1.461	345	507
6rtw	A	Q13635	275	1.9	149	423
6rx1	A	Q9UQF0	89	2.1	345	433
6rtb	A	P37840	70	3.46	9	24	35	56	62	93
6rtb	B	P37840	70	3.46	9	24	35	56	62	93
6rtb	C	P37840	70	3.46	9	24	35	56	62	93
6rtb	D	P37840	69	3.46	9	24	36	56	62	93
6rtb	E	P37840	70	3.46	9	24	35	56	62	93
6rtb	F	P37840	70	3.46	9	24	35	56	62	93
6rtb	G	P37840	70	3.46	9	24	35	56	62	93
6rtb	H	P37840	70	3.46	9	24	35	56	62	93
6rtb	I	P37840	70	3.46	9	24	35	56	62	93
6rtb	J	P37840	70	3.46	9	24	35	56	62	93
6s1n	A	P28340	1010	4.86	78	111	121	484	491	995	1001	1107
6s1n	C	Q15054	143	4.86	2	144
6s1o	A	P28340	1010	8.1	78	111	121	484	491	995	1001	1107
6s1o	C	Q15054	143	8.1	2	144
6s9d	A	P00533	298	2.67	696	748	751	862	874	994	1006	1017
6s8l	B	Q13509	430	1.801	2	178	180	245	248	278	285	440
6s9z	A	P00918	261	0.95	1	261
6s9a	A	Q05193	285	1.86	6	58	65	107	114	236	247	312
6s9a	B	Q05193	295	1.86	6	59	63	109	113	238	247	314
6saz	B	Q9UGM5	234	3	25	215	229	258	364	376
6saz	D	Q9UGM5	231	3	27	215	229	259	365	375
6s9i	B	O75643	1712	2.598	403	456	459	748	758	2125
6s9i	J	Q6P2Q9	250	2.598	2064	2094	2102	2320
6se0	D	P62807	95	3.8	30	124
6se0	H	P62807	94	3.8	31	124
6sg0	A	P00918	258	1.13	4	261
6slr	A	P07602	78	2.38	1	78
6slr	B	P07602	78	2.38	1	78
6slr	C	P07602	77	2.38	1	40	42	78
6skj	C	Q96NN9	8	2.8	2	9
6skj	D	Q96NN9	8	2.8	2	9
6ssw	A	Q99735	136	3	4	139
6ssw	B	Q99735	140	3	3	142
6ssw	C	Q99735	130	3	4	133
6sz3	A	Q96MU7	156	1.28	345	430	438	507
6sz3	B	Q96MU7	163	1.28	345	507
6szp	A	O94760	275	1.76	8	282
6szn	A	Q96MU7	160	1.47	345	431	435	507
6szn	B	Q96MU7	163	1.47	345	507
6t7v	I	Q16236	9	2.6	76	84
6t81	A	P00918	259	0.98	3	261
6tbt	A	P41182	123	1.63	7	129
6tbt	B	P41182	123	1.63	7	129
6tcj	A	P41182	123	2.13	6	128
6tcj	B	P41182	122	2.13	6	127
6tgk	C	Q05086	105	1.3	742	846
6tla	A	P78380	132	2.16	139	270
6tla	B	P78380	134	2.16	137	270
6tla	C	P78380	129	2.16	142	270
6tgw	A	P47895	478	2.8	27	386	390	507
6tgw	B	P47895	478	2.8	27	386	390	507
6tgw	C	P47895	479	2.8	29	507
6tgw	D	P47895	478	2.8	29	388	390	507
6ts1	AAA	P02792	172	2.2	6	177
6ts5	A	P03951	228	1.29	16	243
6tsf	AAA	P02792	172	2.09	6	177
6tsa	AAA	P02792	172	2.18	6	177
6twa	A	P21589	517	2	27	374	381	549
6twy	A	P07355	318	2.3	561	878
6twy	A	Q96QZ7	101	2.3	458	558
6twy	B	P07355	318	2.3	561	878
6twy	B	Q96QZ7	101	2.3	458	558
6u66	A	Q15848	136	0.99	109	244
6u66	B	Q15848	138	0.99	107	244
6u66	C	Q15848	137	0.99	108	244
6u4y	A	Q15910	160	2.91	12	71	80	120	143	153	163	181	221	249
6u4y	B	Q15910	164	2.91	12	72	80	120	143	154	163	182	220	249
6u4y	C	Q15910	157	2.91	16	71	80	120	144	153	163	182	220	249
6uan	B	P15056	261	3.9	449	600	622	628	631	656	675	750
6uan	C	P15056	285	3.9	449	733
6ufd	A	P00918	260	1.48	2	261
6ugr	A	P00918	258	1.307	4	261
6uhh	A	Q15413	206	3.138	849	1054
6uhh	B	Q15413	206	3.138	849	1054
6uhh	C	Q15413	203	3.138	848	951	955	1053
6uhh	D	Q15413	205	3.138	849	893	896	1055
6umt	A	Q15116	109	1.986	33	84	93	149
6umt	B	Q9BQ51	99	1.986	20	64	68	121
6unr	A	Q04771	286	2.2	208	227	230	274	276	496
6umq	A	Q9H993	415	1.85	4	190	214	441
6umq	B	Q9H993	415	1.85	4	190	214	441
6ult	A	P25440	104	2.8	351	454
6ult	B	P25440	107	2.8	347	453
6ult	C	P25440	101	2.8	351	451
6ult	D	P25440	107	2.8	347	453
6ult	E	P25440	108	2.8	347	454
6ult	F	P25440	107	2.8	347	453
6ult	G	P25440	102	2.8	353	454
6ult	H	P25440	107	2.8	347	453
6uwx	A	O60885	125	1.307	44	168
6ux8	A	Q8NB16	148	2.5	5	152
6uy9	A	Q96MF2	120	1.6	245	364
6v4f	B	P04637	14	1.35	16	29
6v01	B	P0DP23	144	3.9	6	149
6v01	E	P0DP23	144	3.9	6	149
6v01	H	P0DP23	144	3.9	6	149
6v01	K	P0DP23	144	3.9	6	149
6v8u	A	Q86T24	120	2.103	481	600
6v8k	A	Q09472	314	1.84	1287	1519	1582	1662
6vel	C	P12830	209	2.65	102	181	186	314
6v9m	A	P01112	166	1.648	1	166
6v9m	B	Q07889	468	1.648	566	590	597	743	751	1046
6v9m	C	P01112	166	1.648	1	166
6v5c	A	Q9NRR4	903	4.4	411	462	499	1349
6v5c	B	Q8WYQ5	216	4.4	493	496	500	583	592	642	649	701	726	749
6v5c	C	Q8WYQ5	217	4.4	493	496	500	583	592	642	649	701	726	750
6vkj	A	P32456	305	2.105	5	309
6vad	A	Q9NVI1	1168	3.35	1	146	151	249	260	399	408	550	575	684	696	934	949	1110	1126	1220	1247	1280
6vad	B	Q9BXW9	1153	3.35	45	121	130	311	337	587	604	707	726	851	916	946	960	981	1001	1042	1051	1145	1150	1215	1220	1376
6vrf	A	Q6IQ55	287	1.5	9	29	33	298
6vrf	B	Q6IQ55	287	1.5	9	29	33	298
6vqy	B	P61769	99	2.57	1	99
6vqy	D	P61769	99	2.57	1	99
6vqz	B	P61769	99	2.25	1	99
6vqz	D	P61769	99	2.25	1	99
6vrn	B	P61769	99	2.46	2	100
6vrn	P	P04637	9	2.46	1	9
6vrk	A	P31645	541	4.1	77	617
6vlt	A	P11712	461	3.12	28	136	139	490
6vlt	B	P11712	460	3.12	28	134	138	490
6vlt	C	P11712	459	3.12	28	134	139	490
6vlt	D	P11712	460	3.12	28	135	139	490
6vlt	E	P11712	459	3.12	28	134	139	490
6vlt	F	P11712	459	3.12	28	134	139	490
6vlt	G	P11712	462	3.12	28	134	136	490
6vlt	H	P11712	459	3.12	28	134	139	490
6vrh	A	P31645	541	3.3	77	617
6vyi	A	O75907	406	3	66	228	239	481
6vyi	B	O75907	406	3	66	228	239	481
6vxo	A	Q15858	19	3.5	98	116
6vxo	C	Q15858	19	3.5	98	116
6vxo	D	Q15858	19	3.5	98	116
6vxo	E	Q15858	19	3.5	98	116
6w6w	A	Q2NKJ3	905	3	143	187	223	251	259	308	350	705	725	787	793	833	840	864	878	908	928	1121	1135	1205
6w6w	B	Q2NKJ3	43	3	1	43
6vyp	K	O60341	666	4.99	171	836
6vyp	M	O60341	666	4.99	171	836
6vyp	k	O60341	666	4.99	171	836
6vyp	m	O60341	666	4.99	171	836
6w8o	A	Q9BSA9	416	3.4	33	63	66	206	208	233	247	294	296	364	371	471
6w8o	B	Q9BSA9	416	3.4	33	63	66	206	208	233	247	294	296	364	371	471
6w9a	B	Q9NVW2	70	2.3	546	615
6w9a	D	Q9NVW2	70	2.3	546	615
6w8b	B	Q9UJW3	194	2.4	178	213	217	313	317	354	358	380
6w8b	C	Q9UJW3	182	2.4	185	208	215	313	318	354	358	379
6w8b	I	Q9UJW3	195	2.4	178	313	319	354	358	380
6w8b	J	Q9UJW3	180	2.4	185	208	217	313	318	354	358	379
6wgt	A	P28223	278	3.4	72	181	184	215	219	265	311	399
6wgt	B	P28223	277	3.4	70	179	187	216	219	265	311	400
6wgt	C	P28223	283	3.4	69	179	183	213	215	265	311	400
6wg3	A	Q14683	561	5.3	2	202	491	655	1031	1225
6wg3	B	Q9UQE7	693	5.3	1	242	493	683	927	1060	1092	1217
6wg3	C	O60216	248	5.3	10	92	154	171	321	394	558	630
6wg3	E	Q6KC79	1226	5.3	1193	1216	1231	1280	1293	1357	1380	1475	1484	1505	1524	1629	1646	1690	1708	1729	1746	1987	1998	2372	2389	2471	2533	2628
6wk1	A	Q86TU7	483	1.89	20	502
6wk1	B	Q86TU7	483	1.89	19	501
6wk1	Y	P63261	19	1.89	66	84
6wk1	Z	P63261	19	1.89	66	84
6wol	B	P61769	99	2.49	1	99
6wq1	A	Q9NS86	396	2.295	22	33	61	444
6wq1	B	Q9NS86	396	2.295	22	33	61	444
6wq1	C	Q9NS86	395	2.295	23	33	61	444
6wq1	D	Q9NS86	396	2.295	22	33	61	444
6x3l	A	Q99523	654	2.7	53	99	107	558	561	715
6x36	C	P0DP23	133	4.7	1	56	61	127	139	148
6x36	F	P0DP23	133	4.7	1	56	61	127	139	148
6x36	I	P0DP23	133	4.7	1	56	61	127	139	148
6x36	L	P0DP23	133	4.7	1	56	61	127	139	148
6x3o	A	Q06187	265	1.9	395	659
6x3o	B	Q06187	267	1.9	393	659
6x3p	A	Q06187	266	1.34	394	659
6x6e	A	P04150	73	2	419	491
6x6e	B	P04150	71	2	419	489
6x6d	A	P04150	74	2.48	417	490
6x6d	B	P04150	73	2.48	418	490
6x3w	A	P47870	301	3.3	7	307
6x3w	B	P14867	331	3.3	10	312	320	347
6x3w	C	P47870	301	3.3	7	307
6x3w	D	P14867	331	3.3	10	312	320	347
6x3w	E	P18507	326	3.3	25	322	330	357
6xdd	A	O75460	404	2.4	560	963
6xdd	B	O75460	404	2.4	560	963
6xq1	A	Q15109	209	1.51	23	231
6xq1	B	Q15109	209	1.51	23	231
6xyr	A	P0DP23	145	2.079	216	360
6y44	P	Q07889	9	1.71	124	132
6xjx	R	Q8IYU8	291	4.6	87	206	229	399
6y4p	A	P0DP23	139	2.13325578805	4	77	82	146
6y4k	E	Q96RR4	8	3	97	104
6y4k	F	Q96RR4	7	3	98	104
6ya9	A	P0DP23	146	2.15	305	450
6ya7	B	Q9UBU7	104	1.67	210	256	292	348
6ya7	C	P49736	9	1.67	38	46
6ysx	H	P00734	228	1.48	16	147	150	245
6ysx	L	P00734	14	1.48	1	14
6yte	C	P49759	337	2.3	148	484
6yxq	B	Q9H1I8	396	2.7	2	215	227	408
6z54	A	P49761	351	1.73	134	484
6z58	A	Q8TF76	329	1.8	470	798
6z51	A	P49761	351	1.92	134	484
6z5d	A	Q8TF76	329	1.75	470	798
6z9b	A	P21589	520	2.17	27	376	380	549
6zle	A	Q8NB16	153	None	2	154
6zoq	A	P03372	230	1.8	307	417	420	458	470	528	532	552
6zoq	B	P03372	224	1.8	307	331	336	414	418	463	469	528	534	547
6zos	A	P03372	239	2	307	460	468	552
6zos	B	P03372	233	2	307	332	336	467	470	528	531	546
6zpr	A	Q8NB16	153	None	2	154
6zpl	A	P48067	518	3.945	105	234	257	308	315	650
6zpl	B	P48067	530	3.945	107	234	257	308	315	664
7aay	A	Q12866	270	1.87	571	658	663	743	762	862
7aiy	A	P06276	527	2.937	3	529
7aiy	B	P06276	527	2.937	3	529
7abd	A	Q08499	330	2.41	82	411
7abd	B	Q08499	324	2.41	89	412
7abd	C	Q08499	324	2.41	88	411
7abd	D	Q08499	324	2.41	88	411
7abe	A	Q08499	330	1.83	82	411
7abe	B	Q08499	324	1.83	89	412
7abe	C	Q08499	326	1.83	86	411
7abe	D	Q08499	324	1.83	88	411
7ats	A	P53667	273	2.8	330	480	513	634
7aiq	A	Q9UP95	878	3.72	116	233	244	932	1011	1081
7aiq	B	Q9UP95	867	3.72	116	236	244	881	887	926	1014	1081
7atu	A	P53667	275	2.8	330	334	342	404	407	485	507	634
7atu	B	P53667	286	2.8	330	485	506	522	524	636
7atu	C	P53667	244	2.8	350	354	364	404	409	485	512	632
7atu	D	P53667	243	2.8	354	358	361	369	372	404	409	485	511	523	526	611	613	632
7aue	A	P63092	233	2.97	3	7	8	55	185	204	207	235	243	373
7aue	B	P62873	338	2.97	20	357
7aue	R	P32245	263	2.97	40	108	116	231	240	317
7avs	A	Q07889	465	2.28	564	589	597	745	753	1042
7avs	B	Q07889	462	2.28	565	589	597	744	754	1042
7avt	A	Q07889	465	1.88	564	589	597	745	753	1042
7avt	B	Q07889	463	1.88	565	589	597	744	753	1042
7bag	A	P01024	640	2	1	75	78	642
7bag	B	P01024	915	2	727	1641
6zvh	B	P61247	214	2.9	21	234
6zvh	T	P39019	143	2.9	2	144
6zvh	U	P60866	104	2.9	16	119
6zvh	y	Q9NX58	72	2.9	308	379
7bbl	E	Q9NWZ8	37	1.521	191	227
7bbl	F	Q9NWZ8	37	1.521	191	227
7bcs	A	Q15758	442	3.43	47	488
7bcs	B	Q15758	442	3.43	47	488
7bcs	C	Q15758	442	3.43	47	488
7ban	A	Q6N022	1904	2.7	834	1329	1335	1384	1393	1448	1457	2545	2553	2765
7ban	B	Q6N022	1904	2.7	834	1329	1335	1384	1393	1448	1457	2545	2553	2765
7bev	A	Q07617	122	None	206	327
7bam	A	Q6N022	1904	3.5	834	1329	1335	1384	1393	1448	1457	2545	2553	2765
7bam	B	Q6N022	1904	3.5	834	1329	1335	1384	1393	1448	1457	2545	2553	2765
7bdj	B	O75643	1722	2.59	403	574	578	2127
7bdj	J	Q6P2Q9	257	2.59	2064	2320
7bfp	C	Q96HW7	298	3.5	35	180	194	345
7bw7	A	P06213	647	4.1	5	152	180	270	274	518	528	642	758	786	795	813
7bw7	C	P06213	396	4.1	313	518	528	642	691	717	758	786	795	813
7bwa	A	P06213	674	4.9	5	152	180	270	274	518	528	642	691	717	758	786	795	813
7bwa	C	P06213	674	4.9	5	152	180	270	274	518	528	642	691	717	758	786	795	813
6zp4	A	Q14152	716	2.9	4	116	123	725
6zp4	B	P55884	536	2.9	180	265	289	427	429	722	729	745
6zp4	F	O00303	269	2.9	89	357
6zp4	h	P60866	98	2.9	19	116
6zp4	p	P61247	211	2.9	23	233
6zp4	x	P39019	141	2.9	2	142
7bym	A	P56696	354	3.1	74	193	199	367	524	588
7bym	C	P56696	354	3.1	74	193	199	367	524	588
7bym	E	P56696	354	3.1	74	193	199	367	524	588
7bym	G	P56696	354	3.1	74	193	199	367	524	588
7c7q	A	Q9UBS5	678	3	166	485	494	693	705	862
7cmr	A	Q9H7Z6	263	2.2	177	375	380	427	432	447
7cmi	B	Q9UHI5	458	2.9	41	498
7cna	B	Q9BUA3	30	1.6	254	283
7cna	E	Q9BUA3	29	1.6	255	283
7cue	B	P68871	146	2.75	1	146
7cue	D	P68871	146	2.75	1	146
7cwa	A	O60658	338	2.8	482	819
7cwg	A	O60658	338	2.8	482	819
7d9o	A	P22303	530	2.45	4	258	265	494	498	542
7d9o	B	P22303	530	2.45	4	258	265	494	498	542
7d7e	B	A2A259	482	3.4	94	575
7d7e	C	A2A259	474	3.4	94	567
7d7e	D	A2A259	471	3.4	94	173	183	573
7d9q	A	P22303	528	2.66	4	258	265	492	498	542
7d9q	B	P22303	528	2.66	4	258	265	492	498	542
7d99	A	Q9Y666	891	2.9	82	105	116	913	1011	1079
7d99	B	Q9Y666	891	2.9	82	105	116	913	1011	1079
7d8x	A	Q92542	667	2.6	34	700
7d8x	B	P49768	307	2.6	76	291	377	467
7d8x	C	Q96BI3	243	2.6	2	244
7jik	A	P02749	321	2.69	1	311	317	326
7jkl	A	Q96LW4	269	2.384	1	16	36	200	261	348
7jkl	B	Q96LW4	251	2.384	37	200	262	348
7jsa	J	P50548	88	2.85	22	109
7jhj	B	P62873	336	3.2	5	340
7k0q	A	O15269	423	3.3	51	473
7k0q	B	O15270	492	3.3	53	544
7kcm	A	Q12931	612	3.43	70	355	360	558	573	631	637	704
7kcm	B	Q12931	614	3.43	70	357	361	558	573	625	630	704
7kcm	C	P21912	121	3.43	37	157
7kp7	D	P19438	131	2.65	15	42	50	152
7kp7	E	P19438	141	2.65	14	154
7kp7	F	P19438	140	2.65	14	153
7kpb	E	P19438	141	3	14	154
7kpb	F	P19438	141	3	13	153
7lmw	A	Q15109	205	2.5	23	212	217	231
7lmw	B	Q15109	205	2.5	23	212	217	231
7lnm	B	P04181	404	2	36	439
7lnm	C	P04181	404	2	36	439
7lnm	E	P04181	404	2	36	439
7lnm	F	P04181	404	2	36	439
7lnm	I	P04181	404	2	36	439
7lnm	J	P04181	404	2	36	439
1ge0	A	P61626	130	1.8	1	130
1gf5	A	P61626	130	1.8	1	130
1gen	A	P08253	200	2.15	461	660
1gf3	A	P61626	130	1.8	1	130
1gfa	A	P61626	130	1.8	1	130
1gfv	A	P61626	130	1.8	1	130
1gjh	A	P10415	205	None	3	34	35	92	93	207
1gkn	A	P17927	125	None	900	1024
1gj4	H	P00734	229	1.81	16	147	150	246
1gj4	L	P00734	14	1.81	1	14
1ggu	A	P00488	701	2.1	8	30	43	508	516	727
1ggu	B	P00488	707	2.1	8	35	42	508	516	727
1ghq	A	P01024	305	2.04	3	307
1ghq	B	P20023	128	2.04	2	129
1ghq	C	P20023	133	2.04	2	134
1gsf	A	P08263	221	2.7	2	222
1gsf	B	P08263	221	2.7	2	222
1gsf	C	P08263	221	2.7	2	222
1gsf	D	P08263	221	2.7	2	222
1gtu	A	P09488	217	2.68	1	217
1gtu	B	P09488	217	2.68	1	217
1gtu	C	P09488	217	2.68	1	217
1gtu	D	P09488	217	2.68	1	217
1guh	A	P08263	221	2.6	2	222
1guh	B	P08263	221	2.6	2	222
1guh	C	P08263	221	2.6	2	222
1guh	D	P08263	221	2.6	2	222
1ap5	A	P04179	198	2.2	1	198
1ap5	B	P04179	198	2.2	1	198
1ath	A	P01008	389	3.2	7	9	21	24	46	132	137	431
1ath	B	P01008	362	3.2	19	23	48	111	116	132	138	288	292	355	362	396	405	430
1awb	A	P29218	272	2.5	5	276
1awb	B	P29218	272	2.5	5	276
1aww	A	Q06187	65	None	3	67
1awh	A	P00734	15	3	1	15
1awh	B	P00734	232	3	16	247
1awh	C	P00734	15	3	1	15
1awh	D	P00734	232	3	16	247
1h2q	P	P08174	119	3	5	49	56	129
1h3h	B	Q13094	10	None	76	85
1h44	A	P02788	323	2	4	326
1h7i	A	P02649	140	1.9	23	162
1h92	A	P06239	63	None	1	63
1bts	A	P02730	21	None	2	22
1btj	A	P02787	333	3.2	4	336
1btj	B	P02787	333	3.2	4	336
1by6	A	P02655	36	None	44	79
1by8	A	P43235	310	2.6	5	314
1by7	A	P05120	354	2	2	64	99	115	122	215	219	367	385	415
1bzd	A	P02766	127	1.9	1	127
1bzd	B	P02766	127	1.9	1	127
1bzk	A	P02730	42	None	2	43
1bze	A	P02766	127	1.8	1	127
1bze	B	P02766	127	1.8	1	127
1c1y	B	P04049	77	1.9	55	131
1hh8	A	P19878	192	1.8	2	193
1c1u	H	P00734	231	1.75	16	147	155	253
1c1u	L	P00734	15	1.75	1	15
1hi3	A	P10153	134	1.8	1	134
1c16	B	P61769	99	3.1	1	99
1c16	D	P61769	99	3.1	1	99
1c16	F	P61769	99	3.1	1	99
1c16	H	P61769	99	3.1	1	99
1hjw	A	P36222	362	2.3	22	383
1hjw	B	P36222	362	2.3	22	383
1hk2	A	P02768	560	2.8	5	76	89	576
1hlz	A	P20393	80	2.8	-2	77
1hlz	B	P20393	80	2.8	-4	75
1hjv	A	P36222	362	2.75	22	383
1hjv	B	P36222	362	2.75	22	383
1hjv	C	P36222	362	2.75	22	383
1hjv	D	P36222	362	2.75	22	383
1cd8	A	P01732	114	2.6	1	114
1cdj	A	P01730	178	2.5	1	178
1cee	A	P60953	179	None	1	179
1cee	B	P42768	59	None	1	59
1cfh	A	P00740	47	None	1	47
1hl5	A	P00441	153	1.8	1	153
1hl5	B	P00441	153	1.8	1	153
1hl5	C	P00441	153	1.8	1	153
1hl5	D	P00441	153	1.8	1	153
1hl5	E	P00441	151	1.8	1	107	110	153
1hl5	F	P00441	145	1.8	3	21	28	153
1hl5	G	P00441	153	1.8	1	153
1hl5	H	P00441	153	1.8	1	153
1hl5	I	P00441	153	1.8	1	153
1hl5	J	P00441	153	1.8	1	153
1hl5	K	P00441	153	1.8	1	153
1hl5	L	P00441	152	1.8	2	153
1hl5	M	P00441	152	1.8	2	153
1hl5	N	P00441	153	1.8	1	153
1hl5	O	P00441	153	1.8	1	153
1hl5	P	P00441	153	1.8	1	153
1hl5	Q	P00441	153	1.8	1	153
1hl5	S	P00441	153	1.8	1	153
1cjm	A	P0DMM9	223	2.4	8	63	78	90	94	215	262	293
1ckh	A	P61626	130	2	1	130
1clu	A	P01112	160	1.7	1	31	38	166
1cls	B	P68871	146	1.9	1	146
1cls	D	P68871	146	1.9	1	146
1cm8	A	P53778	329	2.4	8	33	40	315	322	329	335	353
1cm8	B	P53778	329	2.4	1008	1033	1040	1315	1322	1329	1335	1353
1f5y	A	P01130	84	None	2	85
1f5a	A	P25500	463	2.5	20	423	430	444	455	498
1f8h	A	P42566	95	None	6	100
1fbz	A	P06239	104	2.4	1	104
1fbz	B	P06239	104	2.4	201	304
1cwd	L	P06239	96	2.25	5	100
1cwe	A	P06239	96	2.3	5	100
1cwe	C	P06239	96	2.3	5	100
1cxz	B	Q16512	86	2.2	13	98
1d1z	A	O60880	101	1.4	1004	1104
1d1z	B	O60880	94	1.4	2004	2057	2065	2104
1d1z	C	O60880	101	1.4	3004	3104
1d1z	D	O60880	101	1.4	4004	4104
1d3k	A	P02787	329	1.8	3	331
1i9l	A	P00918	259	1.93	3	261
1iaq	A	P01112	149	2.9	1	29	38	60	70	166
1iaq	B	P01112	151	2.9	1	29	39	61	68	166
1iaq	C	P01112	153	2.9	1	31	38	63	71	166
1ic8	A	P20823	170	2.6	87	180	201	276
1ic8	B	P20823	173	2.6	85	179	201	278
1idn	1	P11215	189	2.7	133	321
1idn	2	P11215	189	2.7	433	621
1if4	A	P00918	259	1.93	3	261
1dgv	A	Q99828	183	None	1	183
1di3	A	P61626	130	1.8	1	130
1dke	B	P68871	146	2.1	1	146
1dke	D	P68871	146	2.1	1	146
1doa	A	P60953	188	2.6	1	188
1dpq	A	P08514	20	None	1	20
1hz8	A	P01130	82	None	1	82
1eqe	A	P61626	130	1.8	1	130
1es0	B	Q05329	14	2.6	207	220
1err	A	P03372	225	2.6	307	459	470	528	535	547
1err	B	P03372	223	2.6	306	331	340	459	469	529	536	551
1et1	A	P01270	34	0.9	1	34
1et1	B	P01270	34	0.9	1	34
1ere	A	P03372	235	3.1	305	330	337	461	465	548
1ere	B	P03372	235	3.1	305	330	337	461	465	548
1ere	C	P03372	235	3.1	305	330	337	461	465	548
1ere	D	P03372	235	3.1	305	330	337	461	465	548
1ere	E	P03372	235	3.1	305	330	337	461	465	548
1ere	F	P03372	235	3.1	305	330	337	461	465	548
1exa	A	P13631	236	1.59	182	417
1evu	A	P00488	708	2.01	1	30	43	508	516	727
1evu	B	P00488	708	2.01	8	35	42	508	515	727
1eak	A	P08253	421	2.66	32	452
1eak	B	P08253	419	2.66	32	450
1eak	C	P08253	418	2.66	32	449
1eak	D	P08253	419	2.66	32	450
1ba4	A	P05067	40	None	1	40
1e07	A	P06731	642	None	1	642
1b8m	A	P23560	109	2.75	8	116
1b8m	B	P34130	115	2.75	12	63	68	130
1bbb	B	P68871	146	1.7	1	146
1bbb	D	P68871	146	1.7	1	146
1e0f	A	P00734	15	3.1	1	15
1e0f	B	P00734	15	3.1	1	15
1e0f	C	P00734	15	3.1	1	15
1e0f	D	P00734	230	3.1	16	245
1e0f	E	P00734	229	3.1	16	244
1e0f	F	P00734	232	3.1	16	247
1bgo	A	P43235	215	2.3	1	215
1bh7	A	P02730	31	None	9	16	18	27	29	41
1fkc	A	P04156	107	None	125	231
1fj2	A	O75608	224	1.5	1	224
1fj2	B	O75608	224	1.5	1	224
1fle	I	P19957	47	1.9	11	57
1fo7	A	P04156	107	None	125	231
1fnl	A	O75015	172	1.8	3	174
1fnf	A	P02751	368	2	1142	1234	1235	1509
1fyc	A	P10515	102	None	5	106
1g0y	R	P14778	310	3	6	315
1g0e	A	P00918	259	1.6	3	261
1fzd	A	P02671	197	2.1	651	847
1fzd	B	P02671	197	2.1	651	847
1fzd	C	P02671	197	2.1	651	847
1fzd	D	P02671	197	2.1	651	847
1fzd	E	P02671	197	2.1	651	847
1fzd	F	P02671	197	2.1	651	847
